title,artist,rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,id
Indiana,RK,73,0.779,0.719,8,-6.015,0,0.266,0.203,0.0,0.106,0.778,150.998,169779,4,"[Paroles de ""Indiana"" ft. MIG & Guy2Bezbar] [Intro : RK  Guy2Bezbar  &  MIG ] Han han han han han han  (Brr pah pah) Fucked up dans le bendo j'suis fucked up dans le bendo  (Gang) Fucked up dans le bendo j'crois qu'c'est la calle qui nous aime trop (Han han han han han han) Grr R9 RK J'suis comme toi j'ai des blèmes-pro dis-leur qu'j'ai un Glock nine sous le manteau [Couplet 1 : RK  MIG  &  Guy2Bezbar ] J'ai le .44 4x4 noir mat flippe pas tic-tac hun-hun J'ai le chargeur qui fait des trous   (Ça flingue) T'es mauvais dans ta putain d'vie et quand ça pète tu dis qu'le bon Dieu t'éprouves Putain aujourd'hui le ciel est gris j'suis en bas je sais compter je sais écrire hun  (Ah-ah-ah) Bien sûr que les temps ont changé mes contrats je laisse le baveux les lire  (Brr oh) Automatique click-clack p'tite dédi' j'ai des munitions sous l'clic-clac  (Paw paw paw) Y a des p'tits d'la tess à la gare (Bâtard) ça ravitaille les ges-sh' de Pâques (Les ges-sh') Écarte-toi vite de nous si tu veux pas qu'les balles traversent ton corps On a tellement découpe l'shit (Ouh) numéro dix on débite des ballons d'or (Ouh) [Pré-refrain : RK &  MIG ] J'suis fucked up dans le bendo j'crois qu'c'est la calle qui nous aime trop (Calle qui nous aime trop) J'suis comme toi j'ai des blèmes-pro  (Brr)  dis-leur qu'j'ai un Glock nine sous le manteau  (Pah pah pah boum) J'suis comme toi j'ai des blèmes-pro la calle on aime trop (Gang) on n'a pas les mêmes crocs  (Sa mère  gang ) Ça fait longtemps qu'on est dans ça (Dans ça rah) ça fait longtemps qu'on est dans l'sale [Refrain : Guy2Bezbar &  RK ] Zipette (Han) drive-by (Han) go-fast (Han) on est dans ça Business trap house business rentable j'mets les gaz vitesse (On éteint ça) Han han han han han han  (T'es fou  c'est fort )  on est dans ça Maintenant qu'j'fais d'l'oseille (Quoi ?) tu veux jumper dans l'vaisseau c'est pas comme ça (Brr) Zipette (Han) rafale (Han) go-fast (Han) on est dans ça Business trap house business rentable j'mets les gaz vitesse (On éteint ça) Han han han han han han  (T'es fou  c'est fort )  on est dans ça Maintenant qu'j'fais d'l'oseille (Quoi ?) tu veux jumper dans l'vaisseau c'est pas comme ça (Brr) [Couplet 2 : MIG &  RK ] Paris c'est magique ou bien c'est tragique demande à Guy gros moi c'est la banlieue Ça revend partout (Gang) ça piétine ta mère (Gang) pour moins d'un salaire ou bien d'un salam hassoul (Rah) On est dans ça depuis tout jeune  (Tout jeune)  sur le hazi j'étais tout seul  (Tout seul) Et au tard-mi j'étais tout seul la même paire que quand j'étais bosseur la putain d'vos sœurs (Grr pah pah pah) MIG Moula RK du 77 et Guy2Bezbar t'inquiète pas mon pote on va t'remonter (Gang) si t'es une poucave ou si tu hasba (Grr) J'traîne dans la calle comme tous mes semblables on fait pas semblant y a pas d'balles à blanc (Pah pah pah rah) Gros c'est pas comme ça tu veux pas payer cash tu veux qu'on t'arrange (Gang gang gang  ouh-ouh  pah pah) [Pré-refrain : RK &  MIG ] J'suis fucked up dans le bendo j'crois qu'c'est la calle qui nous aime trop (Calle qui nous aime trop) J'suis comme toi j'ai des blèmes-pro  (Brr)  dis-leur qu'j'ai un Glock nine sous le manteau  (Pah pah pah boum) J'suis comme toi j'ai des blèmes-pro la calle on aime trop (Gang) on n'a pas les mêmes crocs  (Sa mère  gang ) Ça fait longtemps qu'on est dans ça (Dans ça rah) ça fait longtemps qu'on est dans l'sale",38g82yE6pxULo8b1S6r4pb
RENCONTRE,Disiz,74,0.62,0.458,2,-10.557,1,0.269,0.521,0.0,0.11,0.518,125.132,198397,4,"[Paroles de ""RENCONTRE"" ft. Damso] [Intro : Damso] Ok Disiz Dems Hey [Couplet 1 : Damso] Ma langue sent le cannabis j'lui fais un cunni' Mais avant ça j'lui ai mis des doigts avec lesquels j'ai effrité ma beuh effrité ma beuh Et puis d't'façon la vie n'est pas faite pour durer Gue-dro sous l'ton-car le pétard est allumé j'atteins les cieux j'atteins les cieux Oh tous ces gens qui mentent qui disent te connaître mieux que les autres Mais ne sont pas là quand tu en as besoin te ramassent pour qu'tu t'rеjettes à nouveau la fautе Ouais les menteurs font qu'ram'ner les soucis J'ai fait la mala je dépense Audemars Audemars Gucci [Couplet 2 : Disiz] Si j'te raconte ma vie tu vas dire : ""Dinguerie mais quelle dinguerie mais quel enfer"" Dans c'disque y a toute ma vie y a tout l'paradis y a tout l'paradis mais y a l'enfer Mais moi j'suis heureux Avant j'étais peureux Est-ce que j'suis en feu ? En tout cas j'suis heureux heureux [Couplet 3 : Damso] Eh (Ouais) Barbelés m'empêcheront pas d'escalader cagoulé (Cagoulé) J'te démarre toi et tous tes abonnés (Abonnés) Dollars euros francs congolais (Congolais) Les ennemis c'est jusqu'à la muerte jusqu'à la mort J'balance leurs objets personnels dans la ruelle (Tou-tou-touh) Puis j'urine dans l'corridor eh Gros moi j'suis un haineux (La haine ah ouais) J'défonce sa mère blondasse aux yeux bleus (Pute) Fort (Hey) Salomé [Couplet 4 : Disiz &  Prinzly ] Mais moi j'suis heureux (Hey hey hey) Ouais mais moi j'suis heureux (Ouais) noche je roule ma beuh (Oui) Musique je roule un peu Madeleine deux s'maines sur deux Je suis sur la capitale ça se chine en numérique ça se ken en digital Ça commande un Uber Eats j'ai cédé au capital  (Oh) Prinz' qui m'appelle de BX  (Brr)  veut faire du son des bêtises  (Woah) Putain j'suis chaud sur Bruxelles eh eh hein",2toEys3zZ8rRB242Na7FZh
Hurricane (feat. SHIBUI),Blasterjaxx,75,0.372,0.915,11,-4.577,1,0.085,0.064,0.00011,0.126,0.466,91.124,153222,3,Lyrics for this song have yet to be released. Please check back once the song has been released,1SlLP2AI4L2oh3VRJfHBpf
Nazareno,Farruko,76,0.658,0.725,7,-4.604,0,0.0321,0.0292,0.000107,0.163,0.368,128.117,223173,4,"[Letra de ""Nazareno""] [Intro: Farruko &  DJ Adoni ] Todo el mundo está' en las buena' pero en las mala' ¡Bajo mundo! ¡Farru! [Pre-Coro: Farruko] Yo 'taba en un vacilón yo 'taba en un vacilón ¡oh Dios! Cuando má' me divertía y empezaba a vacilar (No sé de dónde una voz vine a escuchar; ¡Farru!) Te rodea la envidia y también la hipocresía Tienes to' los ojos puestos encima To' el mundo te hace coro porque ahora está' arriba Era lo que el Nazareno me decía [Coro: Farruko] Todo el mundo está' en las buena' pero en las mala' Pa' su la'o to' el mundo hala Todo el mundo еstá' en las buena' pero еn las mala' Pa' su la'o to' el mundo hala (¡Blep!) [Post-Coro: Farruko] ¡Fa-Fa-rru! Laramercy gang ¡Fa-rru! [Verso: Farruko] Hay chipero las botella' arriba la movie prendía' con to' el mundo encima (¡Blep!) Video' y foto' me tiraba con la copa en mano toíto' brindando De repente una voz me decía ""'¿tás bien hijo mío? ¿Qué están celebrando? Que yo veo aquí to' el mundo en alta pero por dentro sé que tú estás llorando"" (¡Farru!) Querías dinero y fama pue' aquí tiene' Esta gente están solo cuando les conviene Los pana' y las mujere' se viran cuando se acabe El dinero va y viene pero el tiempo nadie sabe [Pre-Coro: Farruko] Yo 'taba en un vacilón yo 'taba en un vacilón ¡oh Dios! Cuando má' me divertía y empezaba a vacilar (No sé de dónde una voz vine a escuchar) Te rodea la envidia y también la hipocresía Tienes to' los ojos puestos encima To' el mundo te hace coro porque ahora está' arriba Era lo que el Nazareno me decía",0RGpd5zCowfEItCUF7Itpr
Toko Toko,Dadju,77,0.739,0.741,4,-7.386,0,0.174,0.276,0.0,0.19,0.616,94.964,174618,4,"[Paroles de ""Toko Toko"" ft. Ronisia] [Intro : Dadju &  Ronisia ] Tu m'fais penser à moi Yeah Banks and Ranks Yeah yeah yeah yeah Oh-oh-ah It's Kel P vibes [Couplet 1 : Dadju] Baby girl dans ton attitude t'as ce truc qui m'fait penser à moi (Qui m'fais penser à moi) Faut voir comment tu anticipes tu fais comme si tu m'connaissais déjà (Ah ah) T'as du vice mais tu le maîtrises t'as les codes t'as le mode d'emploi (T'as le mode d'emploi) Et dans ta façon de retenir quand j'suis là ça m'fait penser à moi (Ah ah) [Pré-refrain : Ronisia &  Dadju ] Ça veut dire qu'au final au final  toi et moi on n'lâchera rien du tout Ça veut dire qu'au final au final  il s'agit d'être le dernier debout yeah yeah [Refrain : Dadju &  Ronisia ] Est-ce que tu sais qu'on se ressemble ? (On se ressemble) Est-ce que tu sens c'que j'ressens ? (Tu sens c'que j'ressens) J'demande mais j'ai déjà la réponse J'fais semblant d'demander (Oh-oh) Est-ce que tu sais qu'on se ressemble ?  (Ah) Est-ce que tu sens ce que j'ressens ?  (Ce que j'ressens) J'demande mais j'ai déjà la réponse J'fais semblant d'demander",2cHQh4eyfAasH8AzkiFtJO
Deux frères,PNL,78,0.794,0.659,7,-7.063,0,0.0498,0.143,0.00224,0.0944,0.308,112.019,247460,4,"[Paroles de ""Deux frères""] [Couplet 1 : Ademo] On a grandi comme les princes de la ville   fous comme Prince de Bel-Air Flow Corvette Ford Mustang dans la légende La police d'une à six étoiles à toujours se dire belek Trop gentil comme Cody   sentiments dans la salle du temps Il était une fois deux frères Deux fauves deux trous dans l'cerveau poto deux paires Conditionnés au fond d'un hall sur une chaise Emprisonnés des rêves qui brisent plus d'une chaîne Esprit de gosse caché derrière le V Pris d'ambition en stagnant d'vant L.V Salaire de bacqueux chaque soir dans les Nike Bénéf' de la beuh qui part dans le mic' On a grandi comme les princes de la ville les rois du hall Dans l'ciel pas plus d'une étoile en face du trône Des grammes des kill's de peine même dans le bend' Deux frères deux fauves le M [Refrain : Ademo] Deux frères deux frères Deux frères deux frères Deux frères (M M M) deux frères Deux frères (M M M) deux frères Bats les couilles d'ces fils de pute j'suis pas là pour être aimé faudra t'y faire à l'idée Rien à foutre d'ces catins des bois d'ce rap de merde ou d'qui t'aura validé Même plus besoin d'visser d'la qualité d'après vé-Her D'la force au calme au Kaïô-Ken allez c'est l'heure (allez c'est l'heure)",6hzi3AGB39FjxFqcjgbWs7
Suavemente,Soolking,79,0.862,0.696,0,-4.519,1,0.0538,0.326,0.00467,0.0418,0.519,140.018,159360,4,"[Paroles de ""Suavemente""] [Intro] Ah ah ah [Refrain] Suavemente besame J'sors de la tess et je mets plus les mains en l'air (Ouh) Suavemente besame (Yeah yeah yeah) J'sors de la tess en moteur Italia (Poh) [Couplet 1] Suavemente j'ai traversé la mer J'oublie pas ceux qui s'lèvent tôt pour un salaire J'aime pas me vanter j'fais c'qu'il y a à faire Et j'aimerais qu'les miens sortent tous de la galère Quitter la galère haraga dans les rues d'Palerme (Bah ouais) Une p'tite italienne qui m'aime et qui m'fait des papels Oh bébé t'es douce mama comment t'es suave (Ouais) Les yeux revolvers c'est une beauté criminelle (Crick paw) [Refrain] Suavemente besame Quand j'sors de la tess je mets plus les mains en l'air (Ouh) Suavemente besame J'sors de la tess en moteur Italia (Yeah yeah yeah)",6Qe7YCkIOc1iaw9HKqO3qV
Encore une fois (Maman),Mig,80,0.653,0.772,4,-6.693,0,0.0628,0.45,0.0,0.211,0.442,145.0,214000,4,"[Paroles de ""Encore une fois (Maman)""] [Intro] C'est pour mon bien si j'veux qu'on coupe les liens MIG Moula On s'aime on s'fait du mal C'est pour mon bien LSBeats [Couplet 1] C'est pour mon bien si j'veux qu'on coupe les liens On s'aime on s'fait du mal j'nous voyais loin non j'nous voyais pas là J'voyais de beaux endroits pour nous mais j'ai vu qu'on s'aime pas pareil c'est confirmé j'suis pas fou J'entend qu'ils veulent faire la guerre j'les connait ils sont pas forts Moi y a plus grand choses qui m'fais peur j'suis courageux et j'crois en Dieu Très peu d'émotions comme mon père mais ça m'fais mal de dire : ""Adiеu"" Ouais ça m'fais mal de dire : ""Adieu"" Très pеu d'émotions comme mon père mais ça m'fais mal de dire : ""Adieu"" [Pré-refrain] Les sentiments sont enfermés dans l'noir comme au mitard Pardon maman j'suis rentré tard pardon maman j'suis rentré tard Et quelques fois j'suis pas rentré j'suis rentré en prison Y a très peu d'gens qu'j'apprécie y a personne qui m'mets la pression [Refrain] C'est toujours le même scénario : j'ai donné plus que j'ai reçu Encore une fois j'ai fini déçu Mes larmes personne me les essuies j'ai donné plus que j'ai reçu Encore une fois j'ai fini déçu j'ai fini déçu j'ai fini déçu Encore une fois j'ai fini déçu C'est toujours le même scénario : j'ai donné plus que j'ai reçu Encore une fois j'ai fini déçu [Couplet 2] ""L'agent guérilla les blessures"" c'est c'qu'on m'a dit J'dors en stress le lundi la police arrive mardi Parfois j'ai fais les mauvais choix j'aurais pas dû croire en toi J'suis seul dans la maison hantée j'suis tout seul sur le rrain-te J'ai plus envie d'me confier j'étais mieux dans l'anonymat soit ça fini pas soit ça fini mal J'suis toujours le même qu'avant mais tu connais j'ai grandis Vie de voyou vie de bandit [Pré-refrain] Les sentiments sont enfermés dans l'noir comme au mitard Pardon maman j'suis rentré tard pardon maman j'suis rentré tard Et quelques fois j'suis pas rentré j'suis rentré en prison Y a très peu d'gens qu'j'apprécie y a personne qui m'mets la pression",3fWhjGSW3jCVL6uLfl6Qlm
Guapman,menace Santana,81,0.865,0.446,5,-9.836,1,0.352,0.324,0.00024,0.132,0.772,159.927,129026,4,"[Paroles de ""Guapman""] [Intro] J'suis en mode guapman j’vais t’choquer on va t'mashup-mashup et t’bloquer T'as un mauvais karma t'as floppé Moha m'dit qu'la mixtape va les choquer Pétasse pétasse casse pas les couilles casse pas les couilles Le-Leo Cooking Dope Trust me Pétasse pétasse (Binks binks) casse pas les couilles (Binks) j'vais t'buter T'as que d'la gueule t'as pas d'couilles tu skies tu t'prends pour quelqu'un d'autre Ça t'pull-up t'as pas d'bol perdí mi corazón mi hermano Guapman guapman Mashup di pumpum fat mashup di pumpum fat Guapman Mashup di pumpum mashup di pumpum Mashup di pumpum fat Ouais ouais ouais ouais [Couplet unique] J'me roule un ski j'suis ski que la night la go j'la graille comme un Bokit (Brr) Parle pas avеc eux c'est des poukiеs j'entends les schmitts dans mon tél' (Pah) prends un talkie (Pah) Cash moula billets purple Tinky Winky tour de magie tu m'as pris pour un monkey ? (T'as tout niqué pour R sale salope) Que des high-kicks front-kicks t’as Alzheimer comme Anthony Hopkins (Han-han) Le flic il veut l'cash et les papelards j'prends une kichta même si c'est un traquenard Y a une arme et ton avenir dans la boîte noire me réveille pas j'dors pas j'fais des cauchemars (Bah ouais) Garde pas la balle fais une passe dé' plane pas la street c'est un jeu collectif (Bah ouais) La muerte réduit l'effectif (Hum-hum) pas d'amour pas d'signes affectifs Tu donnes ton cœur ta fille t'es comme Thanos minuit ça binks la ville j'suis dans l'gamos Si tu veux m'pull up : está complicado vamos belek menace Santana (Exact) La beuh elle pue mets-la dans l'bac le boug il s'fait soulever par l'colback Flashback whippin back que des coups d'schlass pull up pull up on t'*** (Swing swing) Tu sens qu'l'atmosphère elle est palpable (Splash swing buubuu binks) Si tu fais pas c'que tu dis parle pas La troisième fois que j'réponds pas me rappelle pas (Oui oui) Tu lui as donné ton cœur elle part elle aime que la kichta elle t'aime pas T'es pas tout seul dans ton lit tu sais même pas Le diable t'accompagne si jamais tu vas quelque part (Ski ski ski) J'suis en mode guapman j’vais t’choquer (Hum-hum) on va t'mashup mashup et t’bloquer T'as un mauvais karma t'as floppé Moha m'dit qu'la mixtape va les choquer (Gang) Réveille-toi boy t'es à Compton j'te fais des tours de magie comme à Poudlard Y a la muerte tirez-vous d'là swing swing plane pas c'est un coup d'lame (Magic) [Refrain] Fais belek si t'as pas protégé les mères et les enfants Quand on arrive en bas d'chez oi-t on vise que ta tête on va pas rafaler dans l'vent J'me roule un ski j'suis ski dans mon cœur il fait noir et y a que des fous dans l'gang Guapman guapman et l'fils de pute il ira voir d'autres femmes Guapman guapman et l'fils de pute il ira voir d'autres femmes Fais belek si t'as pas protégé les mères et les enfants Quand on arrive en bas d'chez oi-t on vise que ta tête on va pas rafaler dans l'vent J'me roule un ski j'suis ski dans mon cœur il fait noir et y a que des fous dans l'gang (Buubuu binks binks binks binks)",3UizQJoEShTLDSUUByJLDr
Placebo,Dinos,82,0.792,0.438,6,-9.076,0,0.114,0.132,3.88e-05,0.0963,0.292,138.005,190253,4,"[Paroles de ""Placebo""] [Couplet 1] Un peu d'bleu dans mon feu un peu d’rouge dans mes yeux J'pense à toi à nous deux j'vais pas bien j’vais juste mieux Rien de très cartésien ma tristesse part et vient Comme ton sourire terni par le métro parisien Fermer les yeux sur l'Avenue des Champs-Elysées Les ouvrir devant les pyramides de Gizeh Tard le soir peu d'espoir car il n'fait pas très beau Quand j'vais mal  je n'me soigne qu'avec des placebos [Pont] J'veux de l’or pour ma mère J’veux du love pour moi-même J'veux qu’tu dormes sur ma peine j'veux qu'tu dormes sur ma peine J'veux de l’or pour ma mère j'veux du love pour moi-même J'veux qu'tu dormes sur ma peine J'veux qu'tu dormes sur ma peine [Refrain 1] Seul tellement Tellement seul tellement Tellement seul tellement Tellement seul tellement J'suis tellement seul tellement Tellement seul tellement Tellement seul tellement Tellement seul tellement [Couplet 2] Un peu d'bleu dans mon feu un peu d'rouge dans mes yeux J'pense à toi à nous deux j'vais pas bien j'vais juste mieux Près du monde aérien loin du mont Valérien Je me racine carré de 10 000 pas très bien Quand je suis avec toi j'oublie tout c'qui va mal J'aimerais t'ouvrir mon cœur  en duala lingala Tard le soir peu d'espoir car il n'fait pas très beau Quand j'vais mal je n'me soigne qu'avec des placebos",17jlkHSNHFu1zUuu8QZyOW
